ledger_id,customer_id,statement_date,invoice_date,amount,type_id,reference,invoice_number
18225,32504,1/1/2005 9:36,11/26/2004 0:00,167.15,1,,11473
18226,11512,6/1/2015 0:00,5/29/2013 0:00,-142.983,3,,11474
18227,10002,1/1/2005 8:15,11/26/2004 0:00,466.4,1,martinview,11475
18227,28403,6/1/2015 17:43,5/29/2015 17:45,-505.88,3,A,11476
18228,22112,1/1/2005 0:00,11/26/2004 0:00,79.82,1,,11477
18229,60019,6/1/2015 0:00,5/29/2015 0:00,-58.72,3,,11478
18231,11001,9/1/2010 0:00,7/26/2004 0:00,232.99,1,,11479
18232,28003,1/1/2005 8:15,11/26/2004 0:00,45.66,1,,11480
18232,84502,7/1/2015 8:00,5/22/2015 8:08,11.71,1,,11481
18233,35024,7/1/2015 14:45,5/29/2015 0:00,190.58,1,,11482
18234,18512,1/1/2005 0:00,11/26/2004 0:00,-70.25,1,,11483
18234,56017,7/1/2015 0:00,5/29/2015 0:00,125.55,1,,11484
18235,16012,1/1/2005 0:00,11/26/2004 0:00,170.44,1,45 reserv.,11485
18237,72610,12/1/2004 13:14,11/26/2004 13:15,-5435.04,3,,11486
18238,12203,7/1/2015 0:00,5/30/2015 0:00,15.35,1,,11487
18238,26014,12/1/2004 9:50,11/26/2004 9:50,-8.26,3,,11488
18239,24512,7/1/2015 13:46,5/30/2015 13:46,23.58,1,,11489
18239,44020,1/1/2005 12:24,11/26/2004 12:27,17.07,1,03-138,11490
18240,86502,12/1/2004 8:34,11/26/2004 0:00,-402.5,3,,11491
18241,27014,12/1/2004 9:50,11/26/2004 9:50,-4916.42,3,,11492
18241,40115,7/1/2015 13:46,5/30/2015 13:46,67.41,1,,11493
18242,20010,12/1/2004 13:14,11/26/2004 13:15,-61.66,3,,11494
18243,10012,7/1/2015 0:00,5/30/2015 0:00,14.22,1,,11495
18243,14512,7/1/2015 13:46,5/30/2015 13:46,14.22,1,,11496
18244,93007,12/1/2004 12:10,11/26/2004 0:00,1813.51,1,lot 18,11497
18246,2116,7/1/2015 0:00,5/30/2015 0:00,11.17,1,,11498
18246,13514,1/1/2005 0:00,11/26/2004 0:00,203.52,1,,11499
18247,9504,1/1/2005 9:36,11/26/2004 9:36,243.31,1,,11500
18248,10002,1/1/2005 8:15,11/26/2004 0:00,137.69,1,,11501
18249,85002,7/1/2015 8:00,5/30/2015 8:08,13.86,1,,11502
18249,93007,1/1/2005 9:36,11/26/2004 0:00,28.62,1,rt. 15,11503
18250,17503,1/1/2005 9:36,11/26/2004 9:36,22.56,1,,11504
18250,28303,7/1/2015 8:34,5/30/2015 9:06,-55.22,3,,11505
18252,21011,7/1/2015 0:00,5/30/2015 0:00,60.87,1,,11506
18253,21014,1/1/2005 0:00,11/26/2004 0:00,177.07,2,,11507
18253,56010,7/1/2015 0:00,6/1/2015 0:00,4143.09,2,,11508
18254,46017,1/1/2005 0:00,11/27/2004 0:00,303.19,1,,11509
18255,11803,7/1/2015 8:34,6/1/2015 9:06,-389.7,3,X,11510
18256,70006,1/1/2005 9:36,11/27/2004 0:00,586.51,1,,11511
18256,93007,8/1/2015 0:00,7/25/2015 0:00,291.04,1,B,11512
18257,10016,7/1/2015 14:45,6/1/2015 0:00,45.48,1,,11513
18259,28403,7/1/2015 0:00,6/1/2015 0:00,83.25,1,,11514
18260,11411,7/1/2015 0:00,6/1/2015 0:00,90.95,1,,11515
18261,13011,7/1/2015 0:00,6/1/2015 0:00,10.37,1,,11516
18264,20010,1/1/2005 8:59,11/27/2004 9:02,31.03,1,,11517
18266,10016,7/1/2015 14:45,6/1/2015 0:00,277.54,1,,11518
18266,55019,1/1/2005 8:32,11/27/2004 8:32,-15.96,1,,11519
18268,2516,1/1/2005 13:48,11/27/2004 0:00,93.98,1,,11520
18269,12512,7/1/2015 0:00,6/1/2015 0:00,5.34,1,,11521
18269,19002,1/1/2005 8:15,11/27/2004 0:00,204.79,1,,11522
18270,10002,1/1/2005 8:15,11/27/2004 0:00,553.94,1," """,11523
18273,25123,7/1/2015 14:45,6/2/2015 0:00,377.01,1,,11524
18274,11011,7/1/2015 0:00,6/2/2015 0:00,-334.78,3,,11525
18274,55019,1/1/2005 8:32,11/27/2004 8:32,17.49,1,,11526
18275,98602,1/1/2005 8:15,11/29/2004 0:00,1974.94,2,,11527
18275,99802,7/1/2015 0:00,6/2/2015 0:00,2797.88,1,,11528
18277,68021,1/1/2005 12:20,11/29/2004 0:00,74.28,1,,11529
18277,72008,7/1/2015 0:00,6/2/2015 0:00,101.5,2,Q,11530
18278,56017,1/1/2005 0:00,11/29/2004 0:00,39.22,1,,11531
18279,4002,1/1/2005 8:15,11/29/2004 0:00,61.99,1,,11532
18280,90008,7/1/2015 0:00,6/2/2015 0:00,297.42,1,,11533
18281,44020,1/1/2005 0:00,11/29/2004 0:00,1812.07,1,014974B,11534
18282,73108,1/1/2005 8:59,11/29/2004 9:02,309.91,1,,11535
18283,70006,1/1/2005 9:36,11/29/2004 0:00,338.78,1,,11536
18284,45011,1/1/2005 0:00,11/29/2004 0:00,33.66,1,,11537
18287,10016,7/1/2015 0:00,6/2/2015 0:00,68.48,1,,11538
18288,12506,1/1/2005 9:36,11/29/2004 0:00,681,1,,11539
18289,22112,1/1/2005 0:00,11/29/2004 0:00,149.28,1,,11540
18289,56017,1/1/2005 0:00,12/30/2004 0:00,1.34,1,,11541
18289,68121,7/1/2015 14:45,6/3/2015 0:00,706.2,1,,11542
18290,8024,1/1/2005 12:20,11/29/2004 0:00,544.52,1,,11543
18290,10016,7/1/2015 0:00,6/3/2015 0:00,2070.45,1,,11544
18292,87503,7/1/2015 0:00,6/3/2015 0:00,1926.4,2,142378F,11545
18293,40004,9/1/2007 12:49,8/21/2007 0:00,289.54,1," """,11546
18293,41520,12/1/2004 0:00,11/29/2004 0:00,145.22,1,,11547
18294,13011,7/1/2015 0:00,6/3/2015 0:00,-12.05,1,,11548
18294,20020,12/1/2004 0:00,11/29/2004 0:00,-4619.5,3,,11549
18295,12512,1/1/2005 0:00,11/29/2004 0:00,457.92,1,,11550
18295,40004,7/1/2015 0:00,6/3/2015 0:00,446.76,1,tanya,11551
18296,18814,12/1/2004 9:50,11/29/2004 9:50,-1000,3,,11552
18296,42024,7/1/2015 14:45,6/3/2015 0:00,995.1,1,,11553
18297,11803,7/1/2015 0:00,6/3/2015 0:00,1174.3,2,153437,11554
18297,67017,1/1/2005 0:00,11/29/2004 0:00,178.84,1,,11555
18298,28403,7/1/2015 0:00,6/3/2015 0:00,256.53,1,,11556
18301,36001,7/1/2015 8:34,6/3/2015 9:06,-1000,3,,11557
18301,88001,1/1/2005 8:15,11/29/2004 0:00,21.62,1,15 south,11558
18303,87503,6/1/2015 0:00,6/3/2015 0:00,-5985.6,3,A,11559
18304,17214,1/1/2005 0:00,11/29/2004 0:00,63.6,1,,11560
18305,88001,1/1/2005 8:15,11/29/2004 8:16,268.59,1,Renault,11561
18306,97501,1/1/2005 0:00,11/29/2004 0:00,61.37,1,pernell-M,11562
18307,33904,7/1/2015 0:00,6/3/2015 0:00,293.11,1,,11563
18308,25123,7/1/2015 14:45,6/3/2015 0:00,312.26,1,,11564
18308,57419,1/1/2005 0:00,11/29/2004 0:00,949.23,1,burnham rd,11565
18309,25123,7/1/2015 0:00,6/3/2015 0:00,-500,3,,11566
18309,57419,1/1/2005 0:00,11/29/2004 0:00,180.2,1,31 cameron,11567
18310,57419,1/1/2005 0:00,11/29/2004 0:00,0,1,"quaker  "" ",11568
18311,56217,1/1/2005 0:00,11/29/2004 0:00,359.34,1,,11569
18313,93007,1/1/2005 9:36,11/29/2004 0:00,-450.29,1,lot 17,11570
18314,93007,1/1/2005 9:36,11/29/2004 0:00,-450.29,1,lot 18,11571
18315,88002,1/1/2005 8:15,11/29/2004 0:00,57.77,1,,11572
18316,20514,1/1/2005 0:00,11/29/2004 0:00,314.4,1,,11573
18318,86007,1/1/2005 9:36,11/29/2004 0:00,63.41,1,,11574
18319,28003,1/1/2005 8:15,11/29/2004 0:00,254.67,1,,11575
18321,10016,7/1/2015 0:00,6/4/2015 0:00,15.78,1,,11576
18322,30915,1/1/2005 13:48,11/29/2004 0:00,47.06,1,,11577
18323,29016,7/1/2015 0:00,6/4/2015 0:00,118.95,1,,11578
18323,42517,1/1/2005 0:00,11/29/2004 0:00,290.18,1,town prop,11579
18324,29016,7/1/2015 0:00,6/4/2015 0:00,-400,3,,11580
18324,30915,1/1/2005 13:48,11/29/2004 0:00,54.81,1,,11581
18326,27023,1/1/2005 12:20,11/29/2004 0:00,106.15,1,,11582
18329,35110,7/1/2015 0:00,6/4/2015 0:00,15.85,2,c,11583
18329,56217,1/1/2005 0:00,11/29/2004 0:00,343.68,1,,11584
18330,44020,1/1/2005 0:00,11/30/2004 0:00,1497.2,2,013795B,11585
18331,10012,7/1/2015 0:00,6/4/2015 0:00,186.71,1,,11586
18332,2501,7/1/2015 8:00,6/4/2015 8:08,175.76,1,,11587
18332,88002,1/1/2005 8:15,12/31/2004 0:00,18.66,1,,11588
18333,68021,1/1/2005 12:20,11/30/2004 0:00,27.99,1,,11589
18333,77006,7/1/2015 0:00,6/2/2015 0:00,-771.21,3,,11590
18334,67503,7/1/2015 8:34,6/5/2015 9:06,-595.56,3,,11591
18334,77602,1/1/2005 8:15,11/30/2004 0:00,14.84,1,,11592
18335,10019,7/1/2015 0:00,6/4/2015 0:00,-3524.17,3,,11593
18336,33205,7/1/2015 0:00,6/4/2015 0:00,381.81,1,,11594
18337,28212,7/1/2015 0:00,6/4/2015 0:00,870.82,1,,11595
18337,44020,1/1/2005 0:00,11/30/2004 0:00,2339.98,2,013897B,11596
18338,15520,1/1/2005 0:00,11/30/2004 0:00,108.88,1,,11597
18339,17814,1/1/2005 0:00,11/30/2004 0:00,0,1,back order,11598
18340,26704,1/1/2005 8:58,11/30/2004 8:58,143.1,1,edgemont,11599
18341,28603,7/1/2015 0:00,6/4/2015 0:00,53.16,1,A,11600
18341,32504,1/1/2005 9:36,11/30/2004 0:00,193.98,1,,11601
18342,28503,7/1/2015 0:00,6/4/2015 0:00,199.47,1,,11602
18345,10016,7/1/2015 0:00,6/5/2015 0:00,42.63,1,,11603
18346,17214,1/1/2005 0:00,11/30/2004 0:00,343.76,1,,11604
18346,35024,7/1/2015 0:00,6/5/2015 0:00,-1014,3,,11605
18347,22014,12/1/2004 9:50,11/5/2004 9:50,-289.5,3,,11606
18347,35024,7/1/2015 14:45,6/5/2015 0:00,145.66,1,,11607
18348,70524,7/1/2015 0:00,6/5/2015 0:00,1332.04,1,,11608
18349,25023,1/1/2005 12:20,11/30/2004 0:00,123.41,1,,11609
18350,10016,7/1/2015 14:45,6/5/2015 0:00,312.39,1,,11610
18350,28014,1/1/2005 13:48,11/30/2004 13:49,7.21,1,,11611
18351,20010,1/1/2005 8:59,11/30/2004 9:02,413.49,1,,11612
18351,28212,7/1/2015 0:00,6/5/2015 0:00,-500,3,,11613
18353,88302,7/1/2015 0:00,6/5/2015 0:00,184.9,1,,11614
18354,26704,12/1/2004 11:24,11/30/2004 0:00,-20013.7,3,landy pyt,11615
18354,28603,7/1/2015 0:00,6/5/2015 0:00,99.55,1,A,11616
18355,12523,7/1/2015 0:00,6/5/2015 0:00,-4700.49,3,,11617
18356,19803,6/1/2015 0:00,5/19/2015 0:00,-24.72,3,,11618
18357,28003,1/1/2005 8:15,11/30/2004 0:00,103.77,1,,11619
18357,52021,7/1/2015 0:00,6/5/2015 0:00,-1254.27,3,,11620
18358,67703,7/1/2015 8:34,6/5/2015 9:06,-330.84,3,,11621
18359,99802,7/1/2015 8:34,6/5/2015 9:06,-240.32,3,,11622
18360,72210,7/1/2015 0:00,6/5/2015 0:00,-42.8,3,,11623
18362,32504,1/1/2005 9:36,11/30/2004 0:00,12.85,1,,11624
18364,5010,7/1/2015 0:00,6/5/2015 0:00,16,1,,11625
18364,88001,1/1/2005 8:15,11/30/2004 0:00,17.59,1,15 south,11626
18365,13514,1/1/2005 0:00,11/30/2004 0:00,10.6,1,,11627
18365,33904,7/1/2015 0:00,6/5/2015 0:00,32.89,1,,11628
18366,17214,1/1/2005 8:48,11/30/2004 9:03,-34984.68,3,,11629
18366,35110,7/1/2015 0:00,6/5/2015 0:00,5,2,c,11630
18367,12001,1/1/2005 0:00,11/30/2004 0:00,-187.83,3,,11631
18368,68021,12/1/2004 0:00,11/30/2004 0:00,-87.41,3,f,11632
18373,41002,1/1/2005 8:15,12/1/2004 0:00,43.88,1,,11633
18374,68021,1/1/2005 12:20,12/1/2004 0:00,31.17,1,,11634
18375,44419,7/1/2015 0:00,6/6/2015 0:00,-181.31,3,,11635
18376,67021,1/1/2005 12:20,12/1/2004 12:21,350.52,1,,11636
18378,34820,12/1/2004 0:00,12/1/2004 0:00,599.43,1,39 bedford,11637
18379,9505,1/1/2005 9:36,12/1/2004 0:00,69.96,1,,11638
18381,93007,1/1/2005 9:36,12/1/2004 0:00,82.15,1,rt 15,11639
18382,25024,1/1/2005 0:00,12/1/2004 0:00,13.88,1,C,11640
18383,89001,7/1/2015 8:34,6/6/2015 9:06,-7202.7,3,,11641
18384,30015,1/1/2005 13:48,12/1/2004 0:00,193.58,1,,11642
18386,2205,7/1/2015 0:00,6/8/2015 0:00,547.13,1,,11643
18387,88002,1/1/2005 8:15,12/1/2004 0:00,58.3,1,,11644
18389,16101,6/1/2015 8:34,6/8/2015 9:06,-3210,1,overcharge,11645
18390,70524,7/1/2015 0:00,6/8/2015 0:00,-5800,3,,11646
18390,73510,1/1/2005 0:00,12/1/2004 0:00,-2173.25,3,,11647
18391,56002,1/1/2005 8:15,12/1/2004 0:00,735.43,1,,11648
18392,47011,1/1/2005 0:00,12/1/2004 0:00,2.46,1,,11649
18393,22011,1/1/2005 0:00,12/1/2004 0:00,-9070.62,3,,11650
18394,11507,1/1/2005 0:00,12/8/2004 0:00,-122.39,3,,11651
18395,77602,1/1/2005 0:00,12/1/2004 0:00,-38.94,3,,11652
18396,56002,1/1/2005 8:15,12/1/2004 0:00,77.38,1,,11653
18398,21011,1/1/2005 0:00,12/1/2004 0:00,-140.04,3,,11654
18398,78521,7/1/2015 14:45,6/8/2015 0:00,243.91,1,,11655
18399,8024,1/1/2005 12:20,12/1/2004 0:00,199.98,1,,11656
18399,45317,7/1/2015 14:15,6/8/2015 14:15,721.18,1,,11657
18400,5014,1/1/2005 0:00,12/1/2004 0:00,66,2,,11658
18400,95024,7/1/2015 0:00,6/8/2015 0:00,-32.44,3,,11659
18402,73510,7/1/2015 0:00,6/8/2015 0:00,-113.1,3,,11660
18403,25820,7/1/2015 0:00,6/8/2015 0:00,-3383.66,3,,11661
18403,31004,1/1/2005 0:00,12/1/2004 0:00,-136.09,3,,11662
18404,12523,7/1/2015 0:00,6/8/2015 0:00,-14.56,3,,11663
18405,55019,7/1/2015 0:00,6/8/2015 0:00,-10.7,3,,11664
18406,71010,1/1/2005 0:00,12/2/2004 0:00,93.65,1,,11665
18407,10016,7/1/2015 14:45,6/8/2015 0:00,421.93,1,,11666
18407,15520,1/1/2005 0:00,12/2/2004 0:00,56.15,1,,11667
18409,46017,1/1/2005 0:00,12/2/2004 0:00,-2000,3,,11668
18410,35024,1/1/2005 12:20,12/2/2004 0:00,1559.05,1,,11669
18411,28503,7/1/2015 0:00,6/8/2015 0:00,42.86,1,,11670
18412,25820,7/1/2015 14:45,6/8/2015 0:00,1135.55,2,,11671
18412,44020,1/1/2005 0:00,12/2/2004 0:00,3137.26,2,013731B,11672
18414,2501,7/1/2015 8:00,6/9/2015 8:08,438.97,1,,11673
18415,28424,7/1/2015 0:00,6/9/2015 0:00,-177.69,3,,11674
18415,93007,1/1/2005 9:36,12/2/2004 0:00,704.16,1,lot 19,11675
18416,28424,7/1/2015 14:45,6/9/2015 0:00,35.22,1,,11676
18416,93007,1/1/2005 9:36,12/2/2004 0:00,429.3,1,lot 17,11677
18417,10016,7/1/2015 0:00,6/9/2015 0:00,505.84,1,,11678
18418,28803,7/1/2015 0:00,6/9/2015 0:00,90.95,1,,11679
18419,56017,7/1/2015 0:00,6/9/2015 0:00,38.11,1,,11680
18420,11411,7/1/2015 0:00,6/10/2015 0:00,196.88,1,,11681
18423,21815,7/1/2015 13:46,6/9/2015 13:46,540.35,1,,11682
18424,1006,7/1/2015 0:00,6/9/2015 0:00,176.55,1,,11683
18424,56217,1/1/2005 0:00,12/2/2004 0:00,397.14,1,,11684
18425,10016,7/1/2015 0:00,6/9/2015 0:00,20.87,1,,11685
18425,97011,2/1/2005 0:00,12/2/2004 0:00,-7500,3,,11686
18426,73510,7/1/2015 0:00,6/9/2015 0:00,6.69,1,,11687
18427,38520,12/1/2004 0:00,12/2/2004 0:00,1500,2,PO 500174,11688
18428,28603,7/1/2015 0:00,6/9/2015 0:00,-133.09,3,,11689
18429,28303,7/1/2015 0:00,6/9/2015 0:00,-47.55,3,,11690
18429,44020,1/1/2005 11:07,12/2/2004 11:07,-30002.49,3,,11691
18430,12512,7/1/2015 0:00,6/9/2015 0:00,34.41,1,,11692
18431,11011,7/1/2015 0:00,6/9/2015 0:00,228.71,1,,11693
18431,62519,1/1/2005 0:00,12/2/2004 0:00,33.23,1,,11694
18432,28003,1/1/2005 8:15,12/2/2004 0:00,28.59,1,,11695
18433,88502,1/1/2005 8:15,12/2/2004 0:00,108.53,1,,11696
18434,21011,7/1/2015 0:00,6/9/2015 0:00,-24.34,3,,11697
18436,62519,1/1/2005 0:00,12/27/2004 0:00,295,2,golf cours,11698
18436,87503,7/1/2015 0:00,6/10/2015 0:00,1926.4,2,1423712F,11699
18437,11803,7/1/2015 0:00,6/10/2015 0:00,-135.4,3,Y,11700
18437,78521,1/1/2005 12:20,12/2/2004 0:00,70.44,1,,11701
18438,4509,1/1/2005 8:59,12/2/2004 9:02,1671,1,personal,11702
18441,35110,7/1/2015 0:00,6/10/2015 0:00,45.05,2,,11703
18442,11111,7/1/2015 0:00,6/10/2015 0:00,44.94,1,,11704
18442,17214,1/1/2005 0:00,12/3/2004 0:00,3516.55,1,83 Lake sh,11705
18443,20314,7/1/2015 13:46,6/10/2015 13:46,124.12,1,,11706
18443,40004,1/1/2005 9:36,12/2/2004 0:00,780.59,1," """,11707
18444,16012,1/1/2005 0:00,12/2/2004 0:00,115.66,1,45 reserv,11708
18445,15520,1/1/2005 0:00,12/3/2004 0:00,61.93,1,,11709
18447,45317,7/1/2015 0:00,6/10/2015 0:00,738.01,1,,11710
18447,72506,1/1/2005 0:00,12/9/2004 0:00,-356.44,3,,11711
18448,35024,7/1/2015 0:00,6/10/2015 0:00,-1281,3,,11712
18449,35024,7/1/2015 14:45,6/10/2015 0:00,80.83,1,,11713
18449,72506,1/1/2005 9:36,12/3/2004 0:00,654.77,1,,11714
18450,25024,1/1/2005 0:00,12/3/2004 0:00,22.09,1,C,11715
18452,54624,1/1/2005 12:20,12/3/2004 0:00,-2496.94,1,,11716
18452,66117,7/1/2015 14:45,6/10/2015 14:45,360.86,1,,11717
18453,17214,1/1/2005 0:00,12/3/2004 0:00,153.7,1,,11718
18453,20807,7/1/2015 0:00,6/10/2015 0:00,-15.4,3,,11719
18455,40004,7/1/2015 0:00,6/10/2015 0:00,829.95,1,e shr/tany,11720
18456,36001,7/1/2015 8:00,6/10/2015 8:08,-204.85,1,,11721
18457,11111,7/1/2015 0:00,6/10/2015 0:00,-440.2,3,,11722
18457,24824,12/1/2004 0:00,12/3/2004 0:00,-335.63,3,,11723
18458,11111,7/1/2015 0:00,6/10/2015 0:00,45.53,1,,11724
18458,24824,1/1/2005 12:20,12/3/2004 0:00,31.59,1,,11725
18460,42517,1/1/2005 0:00,12/3/2004 0:00,57.24,1,rt 10,11726
18461,13011,7/1/2015 0:00,6/11/2015 0:00,527.89,1,,11727
18461,18512,1/1/2005 0:00,12/3/2004 0:00,1323.88,1,,11728
18462,2205,7/1/2015 0:00,6/11/2015 0:00,45.74,1,,11729
18462,12001,1/1/2005 8:11,12/3/2004 8:14,105,1,,11730
18463,56217,7/1/2015 0:00,6/11/2015 0:00,-843.91,3,,11731
18463,71506,4/1/2005 10:11,12/3/2004 10:12,38.4,2,,11732
18464,82503,1/1/2005 0:00,12/4/2004 0:00,-166.17,3,,11733
18465,12220,7/1/2015 0:00,6/11/2015 0:00,-115.57,3,,11734
18465,15101,1/1/2005 8:15,12/4/2004 0:00,81.18,1,,11735
18466,98602,1/1/2005 8:15,12/3/2004 0:00,392.2,1,,11736
18467,10006,1/1/2005 9:36,12/3/2004 0:00,811.28,1,,11737
18469,93007,7/1/2015 0:00,6/11/2015 0:00,3209.63,1,lot 30,11738
18470,37004,7/1/2015 0:00,6/11/2015 0:00,2.02,1,,11739
18470,78521,12/1/2004 0:00,12/3/2004 0:00,-218.27,3,,11740
18472,25023,12/1/2004 0:00,12/3/2004 0:00,-4000,3,ch #1441,11741
18472,25123,12/1/2004 0:00,12/3/2004 0:00,-1000,3,ch #1539,11742
18472,99402,7/1/2015 8:00,6/11/2015 8:08,243.96,1,,11743
18473,33804,7/1/2015 0:00,6/11/2015 0:00,-1392.55,3,,11744
18474,13011,7/1/2015 0:00,6/11/2015 0:00,-1760.35,3,,11745
18474,28004,1/1/2005 9:36,12/3/2004 0:00,8.27,1,,11746
18475,11411,7/1/2015 0:00,6/11/2015 0:00,-499.64,3,,11747
18476,21020,7/1/2015 0:00,6/11/2015 0:00,-1823.28,3,,11748
18477,2205,7/1/2015 0:00,6/11/2015 0:00,285.64,1,,11749
18478,35024,7/1/2015 0:00,6/11/2015 0:00,-1086.09,3,,11750
18478,56002,1/1/2005 0:00,12/3/2004 0:00,-10.92,3,,11751
18479,72508,1/1/2005 0:00,12/3/2004 0:00,-9.73,3,,11752
18480,98102,1/1/2005 0:00,12/3/2004 0:00,-4.77,3,,11753
18481,97501,1/1/2005 0:00,12/3/2004 0:00,199.88,1,coomer-M,11754
18482,18520,1/1/2005 11:07,12/3/2004 11:07,-265.87,3,,11755
18485,73108,1/1/2005 8:59,12/4/2004 9:02,325.2,1,,11756
18487,57419,1/1/2005 0:00,12/8/2004 0:00,0,1,REMAKE,11757
18488,77602,1/1/2005 8:15,12/4/2004 0:00,67.69,1,,11758
18489,2116,7/1/2015 0:00,6/12/2015 0:00,93.59,1,,11759
18490,2205,7/1/2015 0:00,6/12/2015 0:00,187.25,1,,11760
18490,57419,1/1/2005 0:00,12/4/2004 0:00,165.36,1,riverstyx,11761
18493,10016,7/1/2015 14:45,6/12/2015 0:00,68.46,1,,11762
18496,41002,1/1/2005 8:15,12/4/2004 0:00,599.33,1,,11763
18497,25001,1/1/2005 8:15,12/4/2004 8:16,54.03,1,,11764
18498,26012,1/1/2005 0:00,12/4/2004 0:00,-15.68,3,,11765
18499,11111,7/1/2015 0:00,6/12/2015 0:00,16.05,1,,11766
18500,60019,1/1/2005 8:48,12/4/2004 0:00,-117.49,3,,11767
18503,21811,7/1/2015 0:00,6/12/2015 0:00,-150.82,3,,11768
18503,55019,1/1/2005 8:32,12/4/2004 8:32,145.83,1,,11769
18504,28424,7/1/2015 14:45,6/12/2015 0:00,91.4,1,,11770
18504,52606,1/1/2005 9:36,12/4/2004 0:00,92.88,1,,11771
18505,37004,9/1/2015 0:00,8/10/2015 0:00,-150,3,,11772
18506,50006,1/1/2005 9:36,12/4/2004 0:00,132.29,1,,11773
18507,12006,1/1/2005 0:00,12/4/2004 0:00,-4766.77,3,,11774
18507,22208,7/1/2015 15:25,6/12/2015 15:25,1314.67,1,,11775
18508,2521,1/1/2005 11:07,12/4/2004 11:07,-864.63,3,,11776
18509,8502,1/1/2005 0:00,12/4/2004 0:00,-5.83,3,,11777
18510,92507,1/1/2005 0:00,12/4/2004 0:00,-2940.86,3,,11778
18513,46017,7/1/2015 0:00,6/6/2015 0:00,89.61,1,,11779
18514,87502,1/1/2005 0:00,12/4/2004 0:00,-49.82,3,,11780
18515,12203,7/1/2015 0:00,6/13/2015 0:00,41.25,1,,11781
18516,66117,7/1/2015 14:45,6/13/2015 14:45,175.48,1,,11782
18517,12506,1/1/2005 9:36,12/6/2004 0:00,164.47,1,,11783
18518,68021,1/1/2005 12:20,12/6/2004 0:00,21.59,1,,11784
18519,35024,7/1/2015 14:45,6/13/2015 0:00,356.95,1,,11785
18519,54624,1/1/2005 12:20,12/6/2004 0:00,1496.09,2,,11786
18520,15517,1/1/2005 8:48,12/6/2004 9:03,-187.62,3,,11787
18521,70006,1/1/2005 9:36,12/6/2004 0:00,758.48,1,,11788
18522,44020,1/1/2005 0:00,12/6/2004 0:00,3271.86,2,013664B,11789
18523,8024,1/1/2005 12:20,12/6/2004 0:00,244.77,1,,11790
18524,16012,1/1/2005 0:00,12/6/2004 0:00,1548.13,1,45 reserv.,11791
18524,28424,7/1/2015 14:45,6/15/2015 0:00,118.24,1,,11792
18525,10016,7/1/2015 14:45,6/16/2015 0:00,205.22,1,,11793
18526,2501,7/1/2015 8:00,6/15/2015 8:08,834.97,1,,11794
18527,22810,7/1/2015 0:00,6/15/2015 0:00,140.95,2,,11795
18528,40520,12/1/2004 0:00,12/6/2004 0:00,504.56,1,,11796
18529,32504,1/1/2005 9:36,12/6/2004 0:00,77.59,1,,11797
18530,28103,7/1/2015 8:00,6/15/2015 8:08,33.27,1,,11798
18531,10016,7/1/2015 14:45,6/15/2015 0:00,695.5,1,,11799
18534,26704,1/1/2005 9:36,12/6/2004 0:00,192.92,1,landy,11800
18535,19514,1/1/2005 0:00,12/6/2004 0:00,57.74,1,,11801
18535,22208,7/1/2015 15:25,6/15/2015 15:25,4878.67,1,,11802
18536,5010,7/1/2015 0:00,6/15/2015 0:00,32.51,1,,11803
18539,39021,7/1/2015 0:00,6/15/2015 0:00,-58.85,3,,11804
18539,42517,1/1/2005 0:00,12/6/2004 0:00,210.73,1,airport,11805
18540,21211,1/1/2005 0:00,12/6/2004 0:00,31.8,1,,11806
18541,4509,1/1/2005 8:59,12/6/2004 9:02,0,1,,11807
18541,10019,7/1/2015 0:00,6/15/2015 0:00,-1006.23,3,,11808
18543,88501,1/1/2005 0:00,12/6/2004 0:00,-20000,3,,11809
18544,66117,7/1/2015 14:45,6/16/2015 14:45,132.94,1,,11810
18544,97501,1/1/2005 0:00,12/6/2004 0:00,112.8,1,M,11811
18545,56017,1/1/2005 0:00,12/6/2004 0:00,138.28,1,,11812
18547,20514,1/1/2005 0:00,12/6/2004 0:00,102.42,1,,11813
18548,66117,7/1/2015 14:45,6/16/2015 14:45,88.64,1,,11814
18549,33205,7/1/2015 0:00,6/16/2015 0:00,-115.44,3,,11815
18549,98402,1/1/2005 0:00,12/6/2004 0:00,-2247.87,3,,11816
18550,7521,7/1/2015 0:00,6/16/2015 0:00,-548.92,3,,11817
18551,19803,1/1/2005 0:00,12/6/2004 0:00,-94.87,3,,11818
18552,11011,1/1/2005 0:00,12/6/2004 0:00,-19.98,3,,11819
18552,29016,7/1/2015 0:00,6/16/2015 0:00,45.53,1,,11820
18553,9505,1/1/2005 0:00,12/6/2004 0:00,-2221.39,3,,11821
18554,45011,1/1/2005 0:00,12/6/2004 0:00,-75.01,3,,11822
18555,40004,7/1/2015 0:00,6/16/2015 0:00,19.1,1,e shr,11823
18555,51017,1/1/2005 8:48,12/6/2004 0:00,-269.24,3,,11824
18556,41024,12/1/2004 0:00,12/6/2004 0:00,-2385.34,3,,11825
18557,17214,1/1/2005 0:00,12/6/2004 0:00,278.49,1,,11826
18558,2501,7/1/2015 8:00,6/16/2015 8:08,1491.58,1,,11827
18559,11720,1/1/2005 0:00,12/7/2004 0:00,95.85,2,,11828
18559,22208,7/1/2015 15:25,6/16/2015 15:25,1220.11,1,,11829
18560,28603,7/1/2015 0:00,6/16/2015 0:00,56.18,1,A,11830
